t,I,M,P,model,gene
326,-10.308952660644309,41.39858624953276,10229.575103519763,GR,1
327,-10.308952660644309,41.39858624952484,10229.948119347242,GR,1
328,-10.308952660644309,41.398586249517344,10230.313756569789,GR,1
329,-10.308952660644309,41.398586249510416,10230.672151835442,GR,1
330,-10.308952660644309,41.3985862495039,10231.023444027693,GR,1
331,-10.308952660644309,41.39858624949765,10231.367772030031,GR,1
332,-10.308952660644309,41.39858624949146,10231.705274725946,GR,1
333,-10.308952660644309,41.39858624948516,10232.036090998929,GR,1
334,-10.308952660644309,41.39858624947861,10232.360359732467,GR,1
335,-10.308952660644309,41.39858624947162,10232.678219759176,GR,1
336,-10.308952660644309,41.39858624946468,10232.989794604395,GR,1
337,-10.308952660644309,41.398586249458155,10233.295197066396,GR,1
338,-10.308952660644309,41.39858624945196,10233.594545803136,GR,1
339,-10.308952660644309,41.398586249446,10233.887959472573,GR,1
340,-10.308952660644309,41.39858624944017,10234.175556732655,GR,1
341,-10.308952660644309,41.39858624943438,10234.457456241335,GR,1
342,-10.308952660644309,41.39858624942852,10234.733776656567,GR,1
343,-10.308952660644309,41.39858624942249,10235.004636636304,GR,1
344,-10.308952660644309,41.39858624941641,10235.27014507954,GR,1
345,-10.308952660644309,41.39858624941048,10235.530395518765,GR,1
346,-10.308952660644309,41.398586249404694,10235.785488320931,GR,1
347,-10.308952660644309,41.39858624939907,10236.035523940858,GR,1
348,-10.308952660644309,41.398586249393595,10236.280602833367,GR,1
349,-10.308952660644309,41.39858624938826,10236.520825453277,GR,1
350,-10.308952660644309,41.39858624938306,10236.756292255408,GR,1
351,-10.308952660644309,41.398586249378,10236.987103694579,GR,1
352,-10.308952660644309,41.39858624937303,10237.213355936436,GR,1
353,-10.308952660644309,41.398586249368144,10237.435130423071,GR,1
354,-10.308952660644309,41.39858624936331,10237.652511516751,GR,1
355,-10.308952660644309,41.39858624935857,10237.865583969195,GR,1
356,-10.308952660644309,41.398586249353926,10238.074432532125,GR,1
357,-10.308952660644309,41.398586249349414,10238.279141957264,GR,1
358,-10.308952660644309,41.398586249345044,10238.479796996333,GR,1
359,-10.308952660644309,41.398586249340816,10238.676482401055,GR,1
360,-10.308952660644309,41.39858624933676,10238.869281354915,GR,1
361,-10.308952660644309,41.39858624933281,10239.058265950638,GR,1
362,-10.308952660644309,41.39858624932897,10239.24350750106,GR,1
363,-10.308952660644309,41.39858624932521,10239.425077860495,GR,1
364,-10.308952660644309,41.398586249321546,10239.603048883268,GR,1
365,-10.308952660644309,41.398586249317944,10239.777492423695,GR,1
366,-10.308952660644309,41.39858624931439,10239.9484803361,GR,1
367,-10.308952660644309,41.39858624931091,10240.116084474801,GR,1
368,-10.308952660644309,41.39858624930746,10240.280376071763,GR,1
369,-10.308952660644309,41.39858624930413,10240.441417572583,GR,1
370,-10.308952660644309,41.39858624930091,10240.599269367098,GR,1
371,-10.308952660644309,41.398586249297786,10240.753992686723,GR,1
372,-10.308952660644309,41.398586249294716,10240.905648762873,GR,1
373,-10.308952660644309,41.39858624929171,10241.054298826968,GR,1
374,-10.308952660644309,41.39858624928874,10241.200004110418,GR,1
375,-10.308952660644309,41.39858624928577,10241.342825844646,GR,1
376,-10.308952660644309,41.3985862492828,10241.482825068828,GR,1
377,-10.308952660644309,41.39858624927987,10241.620055519174,GR,1
378,-10.308952660644309,41.398586249277024,10241.754567896198,GR,1
379,-10.308952660644309,41.398586249274224,10241.886414332486,GR,1
380,-10.308952660644309,41.398586249271496,10242.015646960625,GR,1
381,-10.308952660644309,41.39858624926882,10242.142317913205,GR,1
382,-10.308952660644309,41.398586249266195,10242.266479322812,GR,1
383,-10.308952660644309,41.39858624926363,10242.388183322033,GR,1
384,-10.308952660644309,41.39858624926112,10242.507482034454,GR,1
385,-10.308952660644309,41.398586249258635,10242.62442257393,GR,1
386,-10.308952660644309,41.39858624925618,10242.73904743571,GR,1
387,-10.308952660644309,41.398586249253746,10242.851400830496,GR,1
388,-10.308952660644309,41.398586249251366,10242.96152696898,GR,1
389,-10.308952660644309,41.39858624924903,10243.069470061864,GR,1
390,-10.308952660644309,41.39858624924676,10243.175274319845,GR,1
391,-10.308952660644309,41.398586249244566,10243.27898395362,GR,1
392,-10.308952660644309,41.398586249242456,10243.380643173885,GR,1
393,-10.308952660644309,41.39858624924041,10243.480293575656,GR,1
394,-10.308952660644309,41.398586249238384,10243.577971326988,GR,1
395,-10.308952660644309,41.398586249236395,10243.673713846523,GR,1
396,-10.308952660644309,41.398586249234434,10243.767558583333,GR,1
397,-10.308952660644309,41.39858624923252,10243.859542986498,GR,1
398,-10.308952660644309,41.39858624923063,10243.949704505085,GR,1
399,-10.308952660644309,41.398586249228806,10244.03808058817,GR,1
400,-10.308952660644309,41.39858624922701,10244.124708684827,GR,1
